LexToken(OPEN_TAG,'<?php',1,1)
LexToken(IDENTIFIER,'de',1,541)
LexToken(IDENTIFIER,'caracter',1,544)
LexToken(VARIABLE,'$contraseña',1,557)
LexToken(EQUALS,'=',1,569)
LexToken(STRING,'',1,571)
LexToken(SEMICOLON,';',1,573)
LexToken(VARIABLE,'$contraseña',1,579)
LexToken(CONCATENATION_ASSIGNMENT,'.=',1,591)
LexToken(VARIABLE,'$letrasMayusculas',1,594)
LexToken(OPEN_SQUARE_BRACKET,'[',1,611)
LexToken(IDENTIFIER,'rand',1,612)
LexToken(OPEN_PARENTHESIS,'(',1,616)
LexToken(NUMBER,0,1,617)
LexToken(COMMA,',',1,618)
LexToken(IDENTIFIER,'strlen',1,620)
LexToken(OPEN_PARENTHESIS,'(',1,626)
LexToken(VARIABLE,'$letrasMayusculas',1,627)
LexToken(CLOSE_PARENTHESIS,')',1,644)
LexToken(MINUS,'-',1,646)
LexToken(NUMBER,1,1,648)
LexToken(CLOSE_PARENTHESIS,')',1,649)
LexToken(CLOSE_SQUARE_BRACKET,']',1,650)
LexToken(SEMICOLON,';',1,651)
LexToken(VARIABLE,'$contraseña',1,657)
LexToken(CONCATENATION_ASSIGNMENT,'.=',1,669)
LexToken(VARIABLE,'$letrasMinusculas',1,672)
LexToken(OPEN_SQUARE_BRACKET,'[',1,689)
LexToken(IDENTIFIER,'rand',1,690)
LexToken(OPEN_PARENTHESIS,'(',1,694)
LexToken(NUMBER,0,1,695)
LexToken(COMMA,',',1,696)
LexToken(IDENTIFIER,'strlen',1,698)
LexToken(OPEN_PARENTHESIS,'(',1,704)
LexToken(VARIABLE,'$letrasMinusculas',1,705)
LexToken(CLOSE_PARENTHESIS,')',1,722)
LexToken(MINUS,'-',1,724)
LexToken(NUMBER,1,1,726)
LexToken(CLOSE_PARENTHESIS,')',1,727)
LexToken(CLOSE_SQUARE_BRACKET,']',1,728)
LexToken(SEMICOLON,';',1,729)
LexToken(VARIABLE,'$contraseña',1,735)
LexToken(CONCATENATION_ASSIGNMENT,'.=',1,747)
LexToken(VARIABLE,'$numeros',1,750)
LexToken(OPEN_SQUARE_BRACKET,'[',1,758)
LexToken(IDENTIFIER,'rand',1,759)
LexToken(OPEN_PARENTHESIS,'(',1,763)
LexToken(NUMBER,0,1,764)
LexToken(COMMA,',',1,765)
LexToken(IDENTIFIER,'strlen',1,767)
LexToken(OPEN_PARENTHESIS,'(',1,773)
LexToken(VARIABLE,'$numeros',1,774)
LexToken(CLOSE_PARENTHESIS,')',1,782)
LexToken(MINUS,'-',1,784)
LexToken(NUMBER,1,1,786)
LexToken(CLOSE_PARENTHESIS,')',1,787)
LexToken(CLOSE_SQUARE_BRACKET,']',1,788)
LexToken(SEMICOLON,';',1,789)
LexToken(VARIABLE,'$contraseña',1,795)
LexToken(CONCATENATION_ASSIGNMENT,'.=',1,807)
LexToken(VARIABLE,'$caracteresEspeciales',1,810)
LexToken(OPEN_SQUARE_BRACKET,'[',1,831)
LexToken(IDENTIFIER,'rand',1,832)
LexToken(OPEN_PARENTHESIS,'(',1,836)
LexToken(NUMBER,0,1,837)
LexToken(COMMA,',',1,838)
LexToken(IDENTIFIER,'strlen',1,840)
LexToken(OPEN_PARENTHESIS,'(',1,846)
LexToken(VARIABLE,'$caracteresEspeciales',1,847)
LexToken(CLOSE_PARENTHESIS,')',1,868)
LexToken(MINUS,'-',1,870)
LexToken(NUMBER,1,1,872)
LexToken(CLOSE_PARENTHESIS,')',1,873)
LexToken(CLOSE_SQUARE_BRACKET,']',1,874)
LexToken(SEMICOLON,';',1,875)
LexToken(IDENTIFIER,'Completar',1,889)
LexToken(IDENTIFIER,'la',1,899)
LexToken(IDENTIFIER,'longitud',1,902)
LexToken(IDENTIFIER,'de',1,911)
LexToken(IDENTIFIER,'la',1,914)
LexToken(IDENTIFIER,'contrase',1,917)
LexToken(IDENTIFIER,'a',1,926)
LexToken(IDENTIFIER,'con',1,928)
LexToken(IDENTIFIER,'caracteres',1,932)
LexToken(IDENTIFIER,'aleatorios',1,943)
LexToken(IDENTIFIER,'for',1,958)
LexToken(OPEN_PARENTHESIS,'(',1,962)
LexToken(VARIABLE,'$i',1,963)
LexToken(EQUALS,'=',1,966)
LexToken(NUMBER,4,1,968)
LexToken(SEMICOLON,';',1,969)
LexToken(VARIABLE,'$i',1,971)
LexToken(LESS_THAN,'<',1,974)
LexToken(VARIABLE,'$longitud',1,976)
LexToken(SEMICOLON,';',1,985)
LexToken(VARIABLE,'$i',1,987)
LexToken(PLUS,'+',1,989)
LexToken(PLUS,'+',1,990)
LexToken(CLOSE_PARENTHESIS,')',1,991)
LexToken(OPEN_CURLY_BRACKET,'{',1,993)
LexToken(VARIABLE,'$contraseña',1,1003)
LexToken(CONCATENATION_ASSIGNMENT,'.=',1,1015)
LexToken(VARIABLE,'$todosLosCaracteres',1,1018)
LexToken(OPEN_SQUARE_BRACKET,'[',1,1037)
LexToken(IDENTIFIER,'rand',1,1038)
LexToken(OPEN_PARENTHESIS,'(',1,1042)
LexToken(NUMBER,0,1,1043)
LexToken(COMMA,',',1,1044)
LexToken(IDENTIFIER,'strlen',1,1046)
LexToken(OPEN_PARENTHESIS,'(',1,1052)
LexToken(VARIABLE,'$todosLosCaracteres',1,1053)
LexToken(CLOSE_PARENTHESIS,')',1,1072)
LexToken(MINUS,'-',1,1074)
LexToken(NUMBER,1,1,1076)
LexToken(CLOSE_PARENTHESIS,')',1,1077)
LexToken(CLOSE_SQUARE_BRACKET,']',1,1078)
LexToken(SEMICOLON,';',1,1079)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1085)
LexToken(IDENTIFIER,'Mezclar',1,1099)
LexToken(IDENTIFIER,'la',1,1107)
LexToken(IDENTIFIER,'contrase',1,1110)
LexToken(IDENTIFIER,'a',1,1119)
LexToken(IDENTIFIER,'para',1,1121)
LexToken(IDENTIFIER,'evitar',1,1126)
LexToken(IDENTIFIER,'patrones',1,1133)
LexToken(IDENTIFIER,'predecibles',1,1142)
LexToken(VARIABLE,'$contraseña',1,1158)
LexToken(EQUALS,'=',1,1170)
LexToken(IDENTIFIER,'str_shuffle',1,1172)
LexToken(OPEN_PARENTHESIS,'(',1,1183)
LexToken(VARIABLE,'$contraseña',1,1184)
LexToken(CLOSE_PARENTHESIS,')',1,1195)
LexToken(SEMICOLON,';',1,1196)
LexToken(IDENTIFIER,'return',1,1207)
LexToken(VARIABLE,'$contraseña',1,1214)
LexToken(SEMICOLON,';',1,1225)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1227)
LexToken(IDENTIFIER,'Funci',1,1233)
LexToken(IDENTIFIER,'n',1,1239)
LexToken(IDENTIFIER,'para',1,1241)
LexToken(IDENTIFIER,'verificar',1,1246)
LexToken(IDENTIFIER,'si',1,1256)
LexToken(IDENTIFIER,'un',1,1259)
LexToken(IDENTIFIER,'n',1,1262)
LexToken(IDENTIFIER,'mero',1,1264)
LexToken(IDENTIFIER,'es',1,1269)
LexToken(IDENTIFIER,'primo',1,1272)
LexToken(IDENTIFIER,'function',1,1278)
LexToken(IDENTIFIER,'esPrimo',1,1287)
LexToken(OPEN_PARENTHESIS,'(',1,1294)
LexToken(VARIABLE,'$numero',1,1295)
LexToken(CLOSE_PARENTHESIS,')',1,1302)
LexToken(OPEN_CURLY_BRACKET,'{',1,1304)
LexToken(IDENTIFIER,'if',1,1310)
LexToken(OPEN_PARENTHESIS,'(',1,1313)
LexToken(VARIABLE,'$numero',1,1314)
LexToken(LESS_THAN_OR_EQUALS,'<=',1,1322)
LexToken(NUMBER,1,1,1325)
LexToken(CLOSE_PARENTHESIS,')',1,1326)
LexToken(OPEN_CURLY_BRACKET,'{',1,1328)
LexToken(IDENTIFIER,'return',1,1338)
LexToken(BOOLEAN,False,1,1345)
LexToken(SEMICOLON,';',1,1350)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1356)
LexToken(IDENTIFIER,'for',1,1362)
LexToken(OPEN_PARENTHESIS,'(',1,1366)
LexToken(VARIABLE,'$i',1,1367)
LexToken(EQUALS,'=',1,1370)
LexToken(NUMBER,2,1,1372)
LexToken(SEMICOLON,';',1,1373)
LexToken(VARIABLE,'$i',1,1375)
LexToken(LESS_THAN_OR_EQUALS,'<=',1,1378)
LexToken(IDENTIFIER,'sqrt',1,1381)
LexToken(OPEN_PARENTHESIS,'(',1,1385)
LexToken(VARIABLE,'$numero',1,1386)
LexToken(CLOSE_PARENTHESIS,')',1,1393)
LexToken(SEMICOLON,';',1,1394)
LexToken(VARIABLE,'$i',1,1396)
LexToken(PLUS,'+',1,1398)
LexToken(PLUS,'+',1,1399)
LexToken(CLOSE_PARENTHESIS,')',1,1400)
LexToken(OPEN_CURLY_BRACKET,'{',1,1402)
LexToken(IDENTIFIER,'if',1,1412)
LexToken(OPEN_PARENTHESIS,'(',1,1415)
LexToken(VARIABLE,'$numero',1,1416)
LexToken(MODULO,'%',1,1424)
LexToken(VARIABLE,'$i',1,1426)
LexToken(DOUBLE_EQUALS,'==',1,1429)
LexToken(NUMBER,0,1,1432)
LexToken(CLOSE_PARENTHESIS,')',1,1433)
LexToken(OPEN_CURLY_BRACKET,'{',1,1435)
LexToken(IDENTIFIER,'return',1,1449)
LexToken(BOOLEAN,False,1,1456)
LexToken(SEMICOLON,';',1,1461)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1471)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1477)
LexToken(IDENTIFIER,'return',1,1483)
LexToken(BOOLEAN,True,1,1490)
LexToken(SEMICOLON,';',1,1494)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1496)
LexToken(IDENTIFIER,'Funci',1,1502)
LexToken(IDENTIFIER,'n',1,1508)
LexToken(IDENTIFIER,'para',1,1510)
LexToken(IDENTIFIER,'obtener',1,1515)
LexToken(IDENTIFIER,'la',1,1523)
LexToken(IDENTIFIER,'suma',1,1526)
LexToken(IDENTIFIER,'de',1,1531)
LexToken(IDENTIFIER,'los',1,1534)
LexToken(IDENTIFIER,'d',1,1538)
LexToken(IDENTIFIER,'gitos',1,1540)
LexToken(IDENTIFIER,'de',1,1546)
LexToken(IDENTIFIER,'un',1,1549)
LexToken(IDENTIFIER,'n',1,1552)
LexToken(IDENTIFIER,'mero',1,1554)
LexToken(IDENTIFIER,'function',1,1559)
LexToken(IDENTIFIER,'sumaDigitos',1,1568)
LexToken(OPEN_PARENTHESIS,'(',1,1579)
LexToken(VARIABLE,'$numero',1,1580)
LexToken(CLOSE_PARENTHESIS,')',1,1587)
LexToken(OPEN_CURLY_BRACKET,'{',1,1589)
LexToken(VARIABLE,'$suma',1,1595)
LexToken(EQUALS,'=',1,1601)
LexToken(NUMBER,0,1,1603)
LexToken(SEMICOLON,';',1,1604)
LexToken(IDENTIFIER,'while',1,1610)
LexToken(OPEN_PARENTHESIS,'(',1,1616)
LexToken(VARIABLE,'$numero',1,1617)
LexToken(GREATER_THAN,'>',1,1625)
LexToken(NUMBER,0,1,1627)
LexToken(CLOSE_PARENTHESIS,')',1,1628)
LexToken(OPEN_CURLY_BRACKET,'{',1,1630)
LexToken(VARIABLE,'$suma',1,1640)
LexToken(PLUS,'+',1,1646)
LexToken(EQUALS,'=',1,1647)
LexToken(VARIABLE,'$numero',1,1649)
LexToken(MODULO,'%',1,1657)
LexToken(NUMBER,10,1,1659)
LexToken(SEMICOLON,';',1,1661)
LexToken(VARIABLE,'$numero',1,1671)
LexToken(EQUALS,'=',1,1679)
LexToken(OPEN_PARENTHESIS,'(',1,1681)
LexToken(IDENTIFIER,'int',1,1682)
LexToken(CLOSE_PARENTHESIS,')',1,1685)
LexToken(VARIABLE,'$numero',1,1687)
LexToken(DIVIDE,'/',1,1695)
LexToken(NUMBER,10,1,1697)
LexToken(SEMICOLON,';',1,1699)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1705)
LexToken(IDENTIFIER,'return',1,1711)
LexToken(VARIABLE,'$suma',1,1718)
LexToken(SEMICOLON,';',1,1723)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1725)
LexToken(IDENTIFIER,'Funci',1,1731)
LexToken(IDENTIFIER,'n',1,1737)
LexToken(IDENTIFIER,'para',1,1739)
LexToken(IDENTIFIER,'verificar',1,1744)
LexToken(IDENTIFIER,'si',1,1754)
LexToken(IDENTIFIER,'la',1,1757)
LexToken(IDENTIFIER,'suma',1,1760)
LexToken(IDENTIFIER,'de',1,1765)
LexToken(IDENTIFIER,'los',1,1768)
LexToken(IDENTIFIER,'d',1,1772)
LexToken(IDENTIFIER,'gitos',1,1774)
LexToken(IDENTIFIER,'es',1,1780)
LexToken(IDENTIFIER,'un',1,1783)
LexToken(IDENTIFIER,'n',1,1786)
LexToken(IDENTIFIER,'mero',1,1788)
LexToken(IDENTIFIER,'primo',1,1793)
LexToken(IDENTIFIER,'function',1,1799)
LexToken(IDENTIFIER,'sumaDigitosEsPrimo',1,1808)
LexToken(OPEN_PARENTHESIS,'(',1,1826)
LexToken(VARIABLE,'$numero',1,1827)
LexToken(CLOSE_PARENTHESIS,')',1,1834)
LexToken(OPEN_CURLY_BRACKET,'{',1,1836)
LexToken(VARIABLE,'$suma',1,1842)
LexToken(EQUALS,'=',1,1848)
LexToken(IDENTIFIER,'sumaDigitos',1,1850)
LexToken(OPEN_PARENTHESIS,'(',1,1861)
LexToken(VARIABLE,'$numero',1,1862)
LexToken(CLOSE_PARENTHESIS,')',1,1869)
LexToken(SEMICOLON,';',1,1870)
LexToken(IDENTIFIER,'return',1,1876)
LexToken(IDENTIFIER,'esPrimo',1,1883)
LexToken(OPEN_PARENTHESIS,'(',1,1890)
LexToken(VARIABLE,'$suma',1,1891)
LexToken(CLOSE_PARENTHESIS,')',1,1896)
LexToken(SEMICOLON,';',1,1897)
LexToken(CLOSE_CURLY_BRACKET,'}',1,1899)
LexToken(IDENTIFIER,'Ejemplo',1,1905)
LexToken(IDENTIFIER,'de',1,1913)
LexToken(IDENTIFIER,'uso',1,1916)
LexToken(VARIABLE,'$num',1,1920)
LexToken(EQUALS,'=',1,1925)
LexToken(NUMBER,12345,1,1927)
LexToken(SEMICOLON,';',1,1932)
LexToken(VARIABLE,'$suma',1,1934)
LexToken(EQUALS,'=',1,1940)
LexToken(IDENTIFIER,'sumaDigitos',1,1942)
LexToken(OPEN_PARENTHESIS,'(',1,1953)
LexToken(VARIABLE,'$num',1,1954)
LexToken(CLOSE_PARENTHESIS,')',1,1958)
LexToken(SEMICOLON,';',1,1959)
LexToken(IDENTIFIER,'if',1,1961)
LexToken(OPEN_PARENTHESIS,'(',1,1964)
LexToken(IDENTIFIER,'sumaDigitosEsPrimo',1,1965)
LexToken(OPEN_PARENTHESIS,'(',1,1983)
LexToken(VARIABLE,'$num',1,1984)
LexToken(CLOSE_PARENTHESIS,')',1,1988)
LexToken(CLOSE_PARENTHESIS,')',1,1989)
LexToken(OPEN_CURLY_BRACKET,'{',1,1991)
LexToken(ECHO,'echo',1,1997)
LexToken(IDENTIFIER,'La',1,2003)
LexToken(IDENTIFIER,'suma',1,2006)
LexToken(IDENTIFIER,'de',1,2011)
LexToken(IDENTIFIER,'los',1,2014)
LexToken(IDENTIFIER,'d',1,2018)
LexToken(IDENTIFIER,'gitos',1,2020)
LexToken(IDENTIFIER,'de',1,2026)
LexToken(OPEN_CURLY_BRACKET,'{',1,2029)
LexToken(VARIABLE,'$num',1,2030)
LexToken(CLOSE_CURLY_BRACKET,'}',1,2034)
LexToken(IDENTIFIER,'es',1,2036)
LexToken(OPEN_CURLY_BRACKET,'{',1,2039)
LexToken(VARIABLE,'$suma',1,2040)
LexToken(CLOSE_CURLY_BRACKET,'}',1,2045)
LexToken(COMMA,',',1,2046)
LexToken(IDENTIFIER,'que',1,2048)
LexToken(IDENTIFIER,'es',1,2052)
LexToken(IDENTIFIER,'un',1,2055)
LexToken(IDENTIFIER,'n',1,2058)
LexToken(IDENTIFIER,'mero',1,2060)
LexToken(IDENTIFIER,'primo',1,2065)
LexToken(CONCATENATION,'.',1,2070)
LexToken(SEMICOLON,';',1,2072)
LexToken(CLOSE_CURLY_BRACKET,'}',1,2074)
LexToken(ELSE,'else',1,2076)
LexToken(OPEN_CURLY_BRACKET,'{',1,2081)
LexToken(ECHO,'echo',1,2087)
LexToken(IDENTIFIER,'La',1,2093)
LexToken(IDENTIFIER,'suma',1,2096)
LexToken(IDENTIFIER,'de',1,2101)
LexToken(IDENTIFIER,'los',1,2104)
LexToken(IDENTIFIER,'d',1,2108)
LexToken(IDENTIFIER,'gitos',1,2110)
LexToken(IDENTIFIER,'de',1,2116)
LexToken(OPEN_CURLY_BRACKET,'{',1,2119)
LexToken(VARIABLE,'$num',1,2120)
LexToken(CLOSE_CURLY_BRACKET,'}',1,2124)
LexToken(IDENTIFIER,'es',1,2126)
LexToken(OPEN_CURLY_BRACKET,'{',1,2129)
LexToken(VARIABLE,'$suma',1,2130)
LexToken(CLOSE_CURLY_BRACKET,'}',1,2135)
LexToken(COMMA,',',1,2136)
LexToken(IDENTIFIER,'que',1,2138)
LexToken(IDENTIFIER,'no',1,2142)
LexToken(IDENTIFIER,'es',1,2145)
LexToken(IDENTIFIER,'un',1,2148)
LexToken(IDENTIFIER,'n',1,2151)
LexToken(IDENTIFIER,'mero',1,2153)
LexToken(IDENTIFIER,'primo',1,2158)
LexToken(CONCATENATION,'.',1,2163)
LexToken(SEMICOLON,';',1,2165)
LexToken(CLOSE_CURLY_BRACKET,'}',1,2167)
LexToken(IDENTIFIER,'Ejemplo',1,2175)
LexToken(IDENTIFIER,'de',1,2183)
LexToken(IDENTIFIER,'uso',1,2186)
LexToken(VARIABLE,'$longitudDeseada',1,2190)
LexToken(EQUALS,'=',1,2207)
LexToken(NUMBER,12,1,2209)
LexToken(SEMICOLON,';',1,2211)
LexToken(IDENTIFIER,'Puedes',1,2216)
LexToken(IDENTIFIER,'cambiar',1,2223)
LexToken(IDENTIFIER,'la',1,2231)
LexToken(IDENTIFIER,'longitud',1,2234)
LexToken(IDENTIFIER,'de',1,2243)
LexToken(IDENTIFIER,'la',1,2246)
LexToken(IDENTIFIER,'contrase',1,2249)
LexToken(IDENTIFIER,'a',1,2258)
LexToken(IDENTIFIER,'aqu',1,2260)
LexToken(VARIABLE,'$contraseña',1,2265)
LexToken(EQUALS,'=',1,2277)
LexToken(IDENTIFIER,'generarContrasena',1,2279)
LexToken(OPEN_PARENTHESIS,'(',1,2296)
LexToken(VARIABLE,'$longitudDeseada',1,2297)
LexToken(CLOSE_PARENTHESIS,')',1,2313)
LexToken(SEMICOLON,';',1,2314)
LexToken(ECHO,'echo',1,2316)
LexToken(IDENTIFIER,'Contrase',1,2322)
LexToken(IDENTIFIER,'a',1,2331)
LexToken(IDENTIFIER,'generada',1,2333)
LexToken(COLON,':',1,2341)
LexToken(CONCATENATION,'.',1,2345)
LexToken(VARIABLE,'$contraseña',1,2347)
LexToken(SEMICOLON,';',1,2358)
LexToken(CLOSE_TAG,'?>',1,2360)
